반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,물품상태,사유
2022-12-12,2022-12-24,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201800364,2018-12-05,5942000,2018-12-09,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-05-04,2024-05-08,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500373,2015-07-29,5748000,2015-08-06,학생지원팀(ERICA),반납,신품,잉여물품
2020-02-18,2020-02-23,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500374,2015-07-29,5748000,2015-08-06,학생지원팀(ERICA),반납,중고품,사업종료
2025-01-20,2025-01-23,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500375,2015-07-29,5748000,2015-08-06,학생지원팀(ERICA),반납,정비필요품,고장/파손
2025-10-22,2025-10-25,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500376,2015-07-29,5748000,2015-08-06,학생지원팀(ERICA),반납,폐품,사용연한경과
2019-09-21,2019-10-05,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201500386,2015-04-02,349000,2015-04-13,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2018-07-25,2018-07-28,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201500388,2015-04-02,349000,2015-04-13,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2017-11-15,2017-11-23,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201500390,2015-04-02,349000,2015-04-13,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2023-07-28,2023-08-03,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201500392,2015-05-26,8782000,2015-06-05,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2017-08-28,2017-09-09,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201500394,2015-05-26,8782000,2015-06-05,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2023-04-04,2023-04-16,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201500395,2015-05-26,8782000,2015-06-05,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2025-08-14,2025-08-19,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201500396,2015-05-26,8782000,2015-06-05,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-02-22,2023-03-02,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201500398,2015-05-26,8782000,2015-06-05,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2020-04-11,2020-04-20,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201700399,2017-09-11,691000,2017-09-23,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-02-15,2020-02-22,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201700400,2017-09-11,691000,2017-09-23,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-11-10,2020-11-17,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201700401,2017-09-11,691000,2017-09-23,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-12-10,2023-12-24,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202000402,2020-08-22,479000,2020-09-05,공학대학RC행정팀(ERICA),반납,신품,잉여물품
2023-08-25,2023-08-31,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201800404,2018-11-29,28624000,2018-12-08,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,불용결정
2025-09-23,,badbergjr,박대리,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201800405,2018-11-29,28624000,2018-12-08,글로벌문화통상대학RC행정팀(ERICA),운용,중고품,사업종료
2022-09-26,2022-10-03,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201800406,2018-11-29,28624000,2018-12-08,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2025-12-27,2026-01-09,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201800408,2018-11-29,28624000,2018-12-08,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-03-09,2023-03-15,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201800409,2018-11-29,28624000,2018-12-08,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2021-09-07,2021-09-21,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201800411,2018-11-29,28624000,2018-12-08,글로벌문화통상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2022-11-06,2022-11-16,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201700443,2017-10-11,1582000,2017-10-18,학생지원팀(ERICA),반납,정비필요품,고장/파손
2021-01-29,2021-02-09,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201700445,2017-10-11,1582000,2017-10-18,학생지원팀(ERICA),반납,폐품,사용연한경과
2023-12-22,2023-12-29,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202100449,2021-08-14,3030000,2021-08-17,학생지원팀(ERICA),반납,폐품,사용연한경과
2022-09-21,2022-10-05,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202100450,2021-08-14,3030000,2021-08-17,학생지원팀(ERICA),반납,중고품,사업종료
2024-09-21,2024-09-28,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000453,2020-09-14,2320000,2020-09-17,시설팀(ERICA),반납,폐품,사용연한경과
2025-09-20,,badbergjr,박대리,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000455,2020-09-14,2320000,2020-09-17,시설팀(ERICA),운용,중고품,불용결정
2024-06-05,2024-06-15,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000456,2020-09-14,2320000,2020-09-17,시설팀(ERICA),반납,폐품,사용연한경과
2026-01-02,2026-01-09,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000462,2020-09-14,2320000,2020-09-17,시설팀(ERICA),반납,중고품,불용결정
2025-12-10,2025-12-15,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000465,2020-09-14,2320000,2020-09-17,시설팀(ERICA),반납,폐품,사용연한경과
2023-02-26,2023-03-05,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000466,2020-09-14,2320000,2020-09-17,시설팀(ERICA),반납,중고품,사업종료
2024-08-13,2024-08-22,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201500468,2015-05-17,7427000,2015-05-28,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-02-21,,badbergjr,박대리,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201500470,2015-05-17,7427000,2015-05-28,글로벌문화통상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2025-05-04,2025-05-16,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201500471,2015-05-17,7427000,2015-05-28,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-08-11,,badbergjr,박대리,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201500473,2015-05-17,7427000,2015-05-28,글로벌문화통상대학RC행정팀(ERICA),운용,중고품,사업종료
2018-11-11,2018-11-25,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201500474,2015-05-17,7427000,2015-05-28,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,불용결정
2018-05-28,2018-06-03,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201500476,2015-05-17,7427000,2015-05-28,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,사업종료
2022-03-15,2022-03-27,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201500483,2015-08-08,2920000,2015-08-19,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2016-09-26,2016-10-09,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201500485,2015-08-08,2920000,2015-08-19,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2025-04-28,2025-05-04,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201500486,2015-08-08,2920000,2015-08-19,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2018-01-26,,badbergjr,박대리,반려,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201500487,2015-08-08,2920000,2015-08-19,경상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2024-01-18,2024-01-28,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202200489,2022-11-08,2933000,2022-11-13,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-06-09,2024-06-14,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202200491,2022-11-08,2933000,2022-11-13,공학대학RC행정팀(ERICA),반납,신품,잉여물품
2021-04-16,2021-04-21,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201500509,2015-04-26,1762000,2015-05-01,소프트웨어융합대학RC행정팀(ERICA),반납,신품,잉여물품
2025-03-14,2025-03-22,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000513,2020-08-17,365000,2020-08-21,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2022-06-11,2022-06-19,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000514,2020-08-17,365000,2020-08-21,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2022-05-05,2022-05-17,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000515,2020-08-17,365000,2020-08-21,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-02-26,2025-03-09,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000516,2020-08-17,365000,2020-08-21,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2023-09-04,2023-09-10,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000518,2020-08-17,365000,2020-08-21,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2022-01-15,2022-01-19,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000519,2020-08-17,365000,2020-08-21,경상대학RC행정팀(ERICA),반납,중고품,사업종료
2022-06-21,2022-06-29,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000521,2020-08-17,365000,2020-08-21,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-09-05,2025-09-11,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000522,2020-08-17,365000,2020-08-21,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2025-10-03,,badbergjr,박대리,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201600523,2016-10-25,276000,2016-11-03,학생지원팀(ERICA),운용,중고품,불용결정
2021-02-03,2021-02-17,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201600527,2016-10-25,276000,2016-11-03,학생지원팀(ERICA),반납,정비필요품,고장/파손
2020-01-28,2020-02-07,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201600529,2016-10-25,276000,2016-11-03,학생지원팀(ERICA),반납,폐품,사용연한경과
2025-06-23,2025-07-05,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100533,2021-11-05,17313000,2021-11-15,시설팀(ERICA),반납,폐품,사용연한경과
2023-12-01,2023-12-15,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100540,2021-11-05,17313000,2021-11-15,시설팀(ERICA),반납,중고품,사업종료
2024-11-18,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100542,2021-11-05,17313000,2021-11-15,시설팀(ERICA),운용,폐품,사용연한경과
2025-04-01,2025-04-05,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100544,2021-11-05,17313000,2021-11-15,시설팀(ERICA),반납,중고품,사업종료
2025-05-31,2025-06-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100545,2021-11-05,17313000,2021-11-15,시설팀(ERICA),반납,정비필요품,고장/파손
2026-01-15,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100550,2021-11-05,17313000,2021-11-15,시설팀(ERICA),운용,중고품,불용결정
2023-01-09,2023-01-22,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100552,2021-11-05,17313000,2021-11-15,시설팀(ERICA),반납,정비필요품,고장/파손
2023-05-25,2023-06-05,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100555,2021-11-05,17313000,2021-11-15,시설팀(ERICA),반납,폐품,사용연한경과
2023-12-13,2023-12-23,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100560,2021-11-05,17313000,2021-11-15,시설팀(ERICA),반납,정비필요품,고장/파손
2024-03-26,2024-04-02,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100562,2021-11-05,17313000,2021-11-15,시설팀(ERICA),반납,중고품,사업종료
2024-01-24,2024-02-03,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202100577,2021-11-03,5510000,2021-11-11,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2025-10-31,,badbergjr,박대리,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202100581,2021-11-03,5510000,2021-11-11,경상대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2025-05-19,2025-05-29,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201800584,2018-11-16,4505000,2018-11-23,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2021-12-06,,badbergjr,박대리,반려,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201800587,2018-11-16,4505000,2018-11-23,글로벌문화통상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2021-04-05,2021-04-10,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500629,2015-03-16,16700000,2015-03-22,글로벌문화통상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2018-01-24,2018-01-29,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500633,2015-03-16,16700000,2015-03-22,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2018-02-13,2018-02-17,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500635,2015-03-16,16700000,2015-03-22,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,불용결정
2018-01-10,2018-01-17,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201500636,2015-03-16,16700000,2015-03-22,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
