처분일자,처분확정일자,처분정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,불용일자,내용연수,정리일자
2017-11-22,2017-12-25,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201601827,2016-10-15,3345000,매각,중고품,불용결정,2017-11-11,10,2016-10-24
2020-01-17,2020-04-06,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201801895,2018-12-01,221000,폐기,정비필요품,고장/파손,2020-01-10,4,2018-12-15
2021-08-12,2021-10-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202001918,2020-07-03,5572000,폐기,폐품,사용연한경과,2021-08-09,10,2020-07-06
2022-01-24,2022-04-12,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202101933,2021-05-14,342000,매각,중고품,사업종료,2022-01-15,4,2021-05-25
2016-03-12,2016-05-20,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501937,2015-11-03,10469000,폐기,폐품,직권 불용(파손/노후),2016-03-02,10,2015-11-14
2016-03-23,2016-06-08,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501939,2015-11-03,10469000,폐기,폐품,직권 불용(파손/노후),2016-03-09,10,2015-11-14
2016-08-13,2016-11-01,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501950,2015-11-03,10469000,폐기,폐품,사용연한경과,2016-08-06,10,2015-11-14
2016-05-08,2016-07-10,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501953,2015-11-03,10469000,매각,중고품,사업종료,2016-05-07,10,2015-11-14
2016-02-28,,폐기,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501954,2015-11-03,10469000,폐기,폐품,직권 불용(파손/노후),2016-02-15,10,2015-11-14
2016-08-14,2016-10-13,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501964,2015-11-03,10469000,폐기,폐품,사용연한경과,2016-08-05,10,2015-11-14
2016-09-13,2016-11-18,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501972,2015-11-03,10469000,폐기,정비필요품,고장/파손,2016-09-10,10,2015-11-14
2016-08-28,2016-11-10,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501976,2015-11-03,10469000,폐기,폐품,사용연한경과,2016-08-17,10,2015-11-14
2024-11-08,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501979,2015-11-03,10469000,폐기,폐품,직권 불용(파손/노후),2016-02-06,10,2015-11-14
2019-03-26,2019-06-03,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201802002,2018-09-09,8779000,폐기,정비필요품,고장/파손,2019-03-19,10,2018-09-23
2018-12-22,2019-02-17,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201802016,2018-09-09,8779000,폐기,정비필요품,고장/파손,2018-12-18,10,2018-09-23
2019-01-27,2019-04-15,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201802017,2018-09-09,8779000,폐기,정비필요품,고장/파손,2019-01-25,10,2018-09-23
2019-01-28,2019-04-02,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201802026,2018-09-09,8779000,폐기,폐품,사용연한경과,2019-01-18,10,2018-09-23
2019-09-28,2019-12-23,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201802028,2018-09-09,8779000,매각,중고품,사업종료,2019-09-27,10,2018-09-23
2019-01-19,2019-03-02,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201802038,2018-09-09,8779000,매각,중고품,불용결정,2019-01-07,10,2018-09-23
2025-08-11,,폐기,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202102047,2021-12-28,3589000,폐기,정비필요품,고장/파손,2022-10-09,6,2022-01-09
2020-09-22,2020-11-28,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202002051,2020-04-23,2048000,폐기,정비필요품,고장/파손,2020-09-14,10,2020-05-04
2023-03-17,2023-04-27,매각,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202202059,2022-10-05,489000,매각,중고품,불용결정,2023-03-15,5,2022-10-18
2020-03-01,2020-05-30,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201902090,2019-04-04,4301000,폐기,폐품,사용연한경과,2020-02-29,6,2019-04-15
2016-05-19,2016-08-15,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201602104,2016-01-02,13161000,폐기,폐품,직권 불용(파손/노후),2016-05-15,6,2016-01-06
2016-07-27,2016-09-20,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201602112,2016-03-16,8659000,폐기,폐품,직권 불용(파손/노후),2016-07-18,6,2016-03-27
2022-12-31,2023-02-07,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202102127,2021-12-10,4267000,매각,중고품,사업종료,2022-12-21,10,2021-12-21
2020-01-03,2020-03-26,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802168,2018-11-13,14590000,폐기,폐품,사용연한경과,2019-12-20,10,2018-11-20
2019-04-23,2019-06-22,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802172,2018-11-13,14590000,폐기,폐품,사용연한경과,2019-04-16,10,2018-11-20
2019-04-28,2019-06-07,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802174,2018-11-13,14590000,폐기,폐품,사용연한경과,2019-04-14,10,2018-11-20
2019-03-30,2019-06-27,멸실,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802175,2018-11-13,14590000,멸실,정비필요품,고장/파손,2019-03-21,10,2018-11-20
2019-08-21,2019-10-20,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802179,2018-11-13,14590000,매각,중고품,사업종료,2019-08-19,10,2018-11-20
2024-12-13,,폐기,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201802259,2018-11-11,7388000,폐기,정비필요품,고장/파손,2019-03-06,6,2018-11-22
2018-12-21,2019-01-23,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201802278,2018-08-13,4466000,폐기,폐품,사용연한경과,2018-12-10,6,2018-08-19
2018-12-15,2019-02-02,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201802284,2018-08-13,4466000,폐기,폐품,사용연한경과,2018-12-13,6,2018-08-19
2016-10-17,2016-12-19,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602287,2016-07-08,7761000,폐기,폐품,직권 불용(파손/노후),2016-10-13,10,2016-07-16
2017-02-19,2017-05-11,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602295,2016-07-08,7761000,폐기,폐품,사용연한경과,2017-02-09,10,2016-07-16
2017-05-27,2017-07-24,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602296,2016-07-08,7761000,폐기,폐품,사용연한경과,2017-05-23,10,2016-07-16
2016-11-20,2017-02-18,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602298,2016-07-08,7761000,폐기,정비필요품,고장/파손,2016-11-19,10,2016-07-16
2022-07-02,2022-09-19,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202102353,2021-12-16,8704000,폐기,정비필요품,고장/파손,2022-06-22,10,2021-12-20
2018-02-09,2018-03-18,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201702425,2017-03-05,5821000,폐기,폐품,사용연한경과,2018-02-05,6,2017-03-17
2022-11-01,2023-01-21,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202102438,2021-10-24,679000,폐기,폐품,사용연한경과,2022-10-23,8,2021-10-27
2025-07-17,,매각,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202102445,2021-01-11,16561000,매각,중고품,불용결정,2021-12-05,6,2021-01-17
2016-06-26,2016-08-10,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201602462,2016-02-04,373000,폐기,폐품,직권 불용(파손/노후),2016-06-25,4,2016-02-13
2016-07-24,2016-09-29,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201602468,2016-02-04,373000,폐기,폐품,사용연한경과,2016-07-19,4,2016-02-13
2016-08-22,2016-09-23,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201602469,2016-02-04,373000,폐기,폐품,사용연한경과,2016-08-15,4,2016-02-13
2019-05-24,2019-07-03,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201902481,2019-01-12,180000,폐기,폐품,사용연한경과,2019-05-22,4,2019-01-23
2019-12-19,2020-02-25,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201902482,2019-01-12,180000,폐기,폐품,사용연한경과,2019-12-11,4,2019-01-23
2019-11-13,2020-01-30,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201902483,2019-01-12,180000,폐기,정비필요품,고장/파손,2019-11-08,4,2019-01-23
2019-11-08,2020-02-04,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201902493,2019-07-22,379000,매각,중고품,불용결정,2019-11-04,4,2019-07-26
2019-06-28,2019-07-30,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802504,2018-04-29,17546000,폐기,정비필요품,고장/파손,2019-06-24,10,2018-05-06
2019-04-05,2019-05-11,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802510,2018-04-29,17546000,폐기,폐품,사용연한경과,2019-03-23,10,2018-05-06
2019-03-26,2019-06-13,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802523,2018-04-29,17546000,매각,중고품,사업종료,2019-03-20,10,2018-05-06
2018-12-14,2019-01-25,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802524,2018-04-29,17546000,폐기,폐품,사용연한경과,2018-12-04,10,2018-05-06
2018-09-06,2018-11-19,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802526,2018-04-29,17546000,폐기,폐품,사용연한경과,2018-08-23,10,2018-05-06
2025-10-17,,폐기,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201802538,2018-04-29,17546000,폐기,폐품,사용연한경과,2018-08-30,10,2018-05-06
2016-01-17,2016-03-11,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201502563,2015-08-30,5919000,폐기,폐품,직권 불용(파손/노후),2016-01-12,10,2015-09-04
2015-12-04,2016-02-17,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201502570,2015-08-30,5919000,폐기,폐품,직권 불용(파손/노후),2015-12-03,10,2015-09-04
2016-10-13,2017-01-08,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201502577,2015-08-30,5919000,폐기,정비필요품,고장/파손,2016-10-10,10,2015-09-04
2025-10-09,,매각,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201502593,2015-08-30,5919000,매각,중고품,불용결정,2016-07-04,10,2015-09-04
2017-04-06,2017-06-26,폐기,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201602610,2016-02-19,15437000,폐기,폐품,사용연한경과,2017-04-05,7,2016-03-03
2016-08-13,2016-10-15,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602638,2016-03-12,8793000,폐기,폐품,직권 불용(파손/노후),2016-07-30,10,2016-03-20
2016-06-28,2016-07-29,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602649,2016-03-12,8793000,폐기,폐품,사용연한경과,2016-06-25,10,2016-03-20
2016-12-04,2017-01-05,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602654,2016-03-12,8793000,폐기,폐품,사용연한경과,2016-12-03,10,2016-03-20
2017-01-09,2017-02-24,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602662,2016-03-12,8793000,폐기,폐품,사용연한경과,2017-01-08,10,2016-03-20
2017-01-10,2017-03-19,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602668,2016-03-12,8793000,폐기,정비필요품,고장/파손,2017-01-02,10,2016-03-20
2025-08-16,,매각,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602673,2016-03-12,8793000,매각,중고품,불용결정,2017-03-14,10,2016-03-20
2016-10-16,2016-12-04,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201602679,2016-03-12,8793000,폐기,정비필요품,고장/파손,2016-10-05,10,2016-03-20
2017-10-02,2017-11-19,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201702683,2017-01-01,3408000,폐기,정비필요품,고장/파손,2017-09-29,5,2017-01-05
2017-12-01,2018-01-16,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201702686,2017-01-01,3408000,폐기,폐품,사용연한경과,2017-11-20,5,2017-01-05
2017-10-26,2017-12-12,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201702688,2017-01-01,3408000,폐기,폐품,사용연한경과,2017-10-23,5,2017-01-05
2019-10-25,2019-12-18,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201802691,2018-08-23,2245000,폐기,정비필요품,고장/파손,2019-10-22,5,2018-08-27
2018-01-15,2018-04-08,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201702715,2017-04-25,1855000,폐기,폐품,사용연한경과,2018-01-13,5,2017-04-28
2021-03-19,2021-06-07,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202002721,2020-08-27,9807000,폐기,폐품,사용연한경과,2021-03-15,10,2020-09-03
2021-07-15,2021-09-08,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202002727,2020-08-27,9807000,매각,중고품,사업종료,2021-07-07,10,2020-09-03
2021-10-18,2022-01-02,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202002730,2020-08-27,9807000,폐기,폐품,사용연한경과,2021-10-16,10,2020-09-03
2021-09-16,2021-11-29,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202002734,2020-08-27,9807000,폐기,정비필요품,고장/파손,2021-09-07,10,2020-09-03
2021-09-21,2021-12-12,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202002739,2020-08-27,9807000,폐기,폐품,사용연한경과,2021-09-09,10,2020-09-03
2020-12-06,2021-01-17,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202002740,2020-08-27,9807000,폐기,중고품,불용결정,2020-11-27,10,2020-09-03
2021-07-07,2021-10-02,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202002745,2020-08-27,9807000,폐기,폐품,사용연한경과,2021-06-27,10,2020-09-03
2021-09-15,2021-11-06,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202002759,2020-08-27,9807000,폐기,폐품,사용연한경과,2021-09-04,10,2020-09-03
2017-08-17,2017-09-16,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201702794,2017-05-15,381000,매각,폐품,직권 불용(파손/노후),2017-08-08,4,2017-05-27
2017-09-16,2017-11-11,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201702795,2017-05-15,381000,폐기,폐품,직권 불용(파손/노후),2017-09-06,4,2017-05-27
2017-12-09,2018-01-13,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201702796,2017-05-15,381000,폐기,정비필요품,고장/파손,2017-11-25,4,2017-05-27
2018-06-10,2018-07-18,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201702799,2017-05-15,381000,폐기,정비필요품,고장/파손,2018-06-04,4,2017-05-27
2018-02-16,2018-04-27,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201702800,2017-05-15,381000,매각,폐품,사용연한경과,2018-02-12,4,2017-05-27
2019-04-23,2019-06-23,매각,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201802834,2018-05-10,591000,매각,중고품,사업종료,2019-04-11,5,2018-05-15
2017-02-18,2017-03-21,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201602837,2016-03-24,1215000,폐기,폐품,사용연한경과,2017-02-17,8,2016-03-30
