물품고유번호,Start_Date,End_Date,Is_Current,운용상태,사유,관리자
M201501118,2015-08-11,2015-08-27,False,취득,신규 취득,박대리
M201501118,2015-08-28,2023-06-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201501118,2023-06-30,2023-08-11,False,불용,노후화(성능저하),황팀장
M201501118,2023-08-12,2099-12-31,True,처분,폐기 완료,황팀장
M201501119,2015-08-11,2015-09-06,False,취득,신규 취득,박대리
M201501119,2015-09-07,2021-10-13,False,운용,신규운용 승인 및 사용 시작,박대리
M201501119,2021-10-14,2022-01-02,False,불용,노후화(성능저하),황팀장
M201501119,2022-01-03,2099-12-31,True,처분,폐기 완료,황팀장
M201501124,2015-02-22,2015-03-05,False,취득,신규 취득,박대리
M201501124,2015-03-06,2019-04-01,False,운용,신규운용 승인 및 사용 시작,박대리
M201501124,2019-04-02,2019-06-04,False,불용,고장/파손,황팀장
M201501124,2019-06-05,2099-12-31,True,처분,폐기 완료,황팀장
M201501125,2015-02-22,2099-12-31,True,취득,신규 취득,박대리
M201501126,2015-02-22,2015-03-05,False,취득,신규 취득,박대리
M201501126,2015-03-06,2019-12-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201501126,2019-12-20,2020-01-31,False,불용,고장/파손,황팀장
M201501126,2020-02-01,2099-12-31,True,처분,폐기 완료,황팀장
M201501193,2015-06-22,2015-07-08,False,취득,신규 취득,박대리
M201501193,2015-07-09,2018-02-13,False,운용,신규운용 승인 및 사용 시작,박대리
M201501193,2018-02-14,2018-03-26,False,불용,고장/파손,황팀장
M201501193,2018-03-27,2099-12-31,True,처분,폐기 완료,황팀장
M201501194,2015-06-22,2015-07-15,False,취득,신규 취득,박대리
M201501194,2015-07-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501195,2015-06-22,2015-06-28,False,취득,신규 취득,박대리
M201501195,2015-06-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501196,2015-06-22,2099-12-31,True,취득,신규 취득,박대리
M201501197,2015-06-22,2015-07-04,False,취득,신규 취득,박대리
M201501197,2015-07-05,2019-06-13,False,운용,신규운용 승인 및 사용 시작,박대리
M201501197,2019-06-14,2019-09-15,False,불용,고장/파손,황팀장
M201501197,2019-09-16,2099-12-31,True,처분,폐기 완료,황팀장
M201501323,2015-05-14,2015-05-26,False,취득,신규 취득,박대리
M201501323,2015-05-27,2020-06-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201501323,2020-06-23,2020-08-22,False,불용,노후화(성능저하),황팀장
M201501323,2020-08-23,2099-12-31,True,처분,폐기 완료,황팀장
M201501324,2015-05-14,2015-05-23,False,취득,신규 취득,박대리
M201501324,2015-05-24,2021-02-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201501324,2021-02-07,2021-03-21,False,불용,수리비용과다,황팀장
M201501324,2021-03-22,2099-12-31,True,처분,폐기 완료,황팀장
M201501325,2015-05-14,2015-05-29,False,취득,신규 취득,박대리
M201501325,2015-05-30,2020-12-09,False,운용,신규운용 승인 및 사용 시작,박대리
M201501325,2020-12-10,2021-01-18,False,불용,고장/파손,황팀장
M201501325,2021-01-19,2099-12-31,True,처분,폐기 완료,황팀장
M201501326,2015-05-14,2015-06-02,False,취득,신규 취득,박대리
M201501326,2015-06-03,2021-06-21,False,운용,신규운용 승인 및 사용 시작,박대리
M201501326,2021-06-22,2021-09-25,False,불용,노후화(성능저하),황팀장
M201501326,2021-09-26,2099-12-31,True,처분,폐기 완료,황팀장
M201501327,2015-05-14,2015-05-31,False,취득,신규 취득,박대리
M201501327,2015-06-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501328,2015-05-14,2099-12-31,True,취득,신규 취득,박대리
M201501329,2015-05-14,2015-05-28,False,취득,신규 취득,박대리
M201501329,2015-05-29,2021-02-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201501329,2021-02-15,2021-04-30,False,불용,고장/파손,황팀장
M201501329,2021-05-01,2099-12-31,True,처분,매각 완료,황팀장
M201501330,2015-05-14,2015-05-22,False,취득,신규 취득,박대리
M201501330,2015-05-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501331,2015-05-14,2015-05-30,False,취득,신규 취득,박대리
M201501331,2015-05-31,2021-11-13,False,운용,신규운용 승인 및 사용 시작,박대리
M201501331,2021-11-14,2021-12-28,False,불용,고장/파손,황팀장
M201501331,2021-12-29,2099-12-31,True,처분,폐기 완료,황팀장
M201501332,2015-05-14,2015-06-05,False,취득,신규 취득,박대리
M201501332,2015-06-06,2020-08-01,False,운용,신규운용 승인 및 사용 시작,박대리
M201501332,2020-08-02,2020-09-16,False,불용,고장/파손,황팀장
M201501332,2020-09-17,2099-12-31,True,처분,폐기 완료,황팀장
M201501333,2015-05-14,2015-05-29,False,취득,신규 취득,박대리
M201501333,2015-05-30,2020-10-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201501333,2020-10-03,2020-12-07,False,불용,고장/파손,황팀장
M201501333,2020-12-08,2099-12-31,True,처분,폐기 완료,황팀장
M201501334,2015-05-14,2015-05-30,False,취득,신규 취득,박대리
M201501334,2015-05-31,2020-12-18,False,운용,신규운용 승인 및 사용 시작,박대리
M201501334,2020-12-19,2021-02-11,False,불용,수리비용과다,황팀장
M201501334,2021-02-12,2099-12-31,True,처분,폐기 완료,황팀장
M201501335,2015-05-14,2015-06-03,False,취득,신규 취득,박대리
M201501335,2015-06-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501336,2015-05-14,2015-06-03,False,취득,신규 취득,박대리
M201501336,2015-06-04,2020-01-01,False,운용,신규운용 승인 및 사용 시작,박대리
M201501336,2020-01-02,2099-12-31,True,불용,수리비용과다,황팀장
M201501337,2015-05-14,2015-05-26,False,취득,신규 취득,박대리
M201501337,2015-05-27,2018-09-01,False,운용,신규운용 승인 및 사용 시작,박대리
M201501337,2018-09-02,2018-11-23,False,불용,고장/파손,황팀장
M201501337,2018-11-24,2099-12-31,True,처분,폐기 완료,황팀장
M201501338,2015-05-14,2015-05-28,False,취득,신규 취득,박대리
M201501338,2015-05-29,2019-09-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201501338,2019-09-21,2019-12-22,False,불용,수리비용과다,황팀장
M201501338,2019-12-23,2099-12-31,True,처분,폐기 완료,황팀장
M201501339,2015-05-14,2015-05-26,False,취득,신규 취득,박대리
M201501339,2015-05-27,2019-09-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201501339,2019-09-13,2019-11-18,False,불용,수리비용과다,황팀장
M201501339,2019-11-19,2099-12-31,True,처분,폐기 완료,황팀장
M201501340,2015-05-14,2015-06-05,False,취득,신규 취득,박대리
M201501340,2015-06-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501341,2015-05-14,2015-05-22,False,취득,신규 취득,박대리
M201501341,2015-05-23,2020-09-05,False,운용,신규운용 승인 및 사용 시작,박대리
M201501341,2020-09-06,2020-10-26,False,불용,노후화(성능저하),황팀장
M201501341,2020-10-27,2099-12-31,True,처분,폐기 완료,황팀장
M201501342,2015-05-14,2015-05-28,False,취득,신규 취득,박대리
M201501342,2015-05-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501528,2015-07-01,2015-07-21,False,취득,신규 취득,박대리
M201501528,2015-07-22,2018-09-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201501528,2018-09-17,2018-11-10,False,불용,수리비용과다,황팀장
M201501528,2018-11-11,2099-12-31,True,처분,폐기 완료,황팀장
M201501529,2015-07-01,2015-07-16,False,취득,신규 취득,박대리
M201501529,2015-07-17,2022-01-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201501529,2022-01-29,2022-03-14,False,불용,고장/파손,황팀장
M201501529,2022-03-15,2099-12-31,True,처분,폐기 완료,황팀장
M201501719,2015-09-29,2015-10-14,False,취득,신규 취득,박대리
M201501719,2015-10-15,2019-09-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201501719,2019-09-15,2019-10-30,False,불용,수리비용과다,황팀장
M201501719,2019-10-31,2099-12-31,True,처분,폐기 완료,황팀장
M201501801,2015-07-14,2015-07-31,False,취득,신규 취득,박대리
M201501801,2015-08-01,2021-11-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201501801,2021-11-24,2022-01-25,False,불용,수리비용과다,황팀장
M201501801,2022-01-26,2099-12-31,True,처분,폐기 완료,황팀장
M201501802,2015-07-14,2015-07-28,False,취득,신규 취득,박대리
M201501802,2015-07-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501933,2015-10-10,2015-10-23,False,취득,신규 취득,박대리
M201501933,2015-10-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501934,2015-10-10,2015-10-29,False,취득,신규 취득,박대리
M201501934,2015-10-30,2022-02-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201501934,2022-02-03,2022-03-20,False,불용,수리비용과다,황팀장
M201501934,2022-03-21,2099-12-31,True,처분,폐기 완료,황팀장
M201501940,2015-08-26,2015-09-03,False,취득,신규 취득,박대리
M201501940,2015-09-04,2020-05-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201501940,2020-05-31,2020-07-02,False,불용,고장/파손,황팀장
M201501940,2020-07-03,2099-12-31,True,처분,폐기 완료,황팀장
M201501941,2015-08-26,2015-09-07,False,취득,신규 취득,박대리
M201501941,2015-09-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501942,2015-08-26,2015-09-14,False,취득,신규 취득,박대리
M201501942,2015-09-15,2021-01-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201501942,2021-01-09,2021-03-06,False,불용,노후화(성능저하),황팀장
M201501942,2021-03-07,2099-12-31,True,처분,폐기 완료,황팀장
M201501943,2015-08-26,2015-09-15,False,취득,신규 취득,박대리
M201501943,2015-09-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501944,2015-08-26,2015-09-03,False,취득,신규 취득,박대리
M201501944,2015-09-04,2021-04-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201501944,2021-04-23,2021-06-19,False,불용,노후화(성능저하),황팀장
M201501944,2021-06-20,2099-12-31,True,처분,폐기 완료,황팀장
M201501945,2015-08-26,2015-09-08,False,취득,신규 취득,박대리
M201501945,2015-09-09,2021-08-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201501945,2021-08-29,2021-11-23,False,불용,수리비용과다,황팀장
M201501945,2021-11-24,2099-12-31,True,처분,폐기 완료,황팀장
M201501946,2015-08-26,2015-09-13,False,취득,신규 취득,박대리
M201501946,2015-09-14,2020-01-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201501946,2020-01-28,2020-03-09,False,불용,노후화(성능저하),황팀장
M201501946,2020-03-10,2099-12-31,True,처분,폐기 완료,황팀장
M201501947,2015-08-26,2015-09-10,False,취득,신규 취득,박대리
M201501947,2015-09-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501948,2015-08-26,2015-09-04,False,취득,신규 취득,박대리
M201501948,2015-09-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501949,2015-08-26,2015-09-08,False,취득,신규 취득,박대리
M201501949,2015-09-09,2021-01-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201501949,2021-01-28,2021-04-24,False,불용,노후화(성능저하),황팀장
M201501949,2021-04-25,2099-12-31,True,처분,폐기 완료,황팀장
M201501950,2015-08-26,2015-09-07,False,취득,신규 취득,박대리
M201501950,2015-09-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501951,2015-08-26,2015-09-10,False,취득,신규 취득,박대리
M201501951,2015-09-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501952,2015-08-26,2015-09-21,False,취득,신규 취득,박대리
M201501952,2015-09-22,2021-10-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201501952,2021-10-30,2022-01-26,False,불용,고장/파손,황팀장
M201501952,2022-01-27,2099-12-31,True,처분,폐기 완료,황팀장
M201501953,2015-08-26,2015-09-11,False,취득,신규 취득,박대리
M201501953,2015-09-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501954,2015-08-26,2015-09-05,False,취득,신규 취득,박대리
M201501954,2015-09-06,2019-10-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201501954,2019-10-24,2020-01-10,False,불용,수리비용과다,황팀장
M201501954,2020-01-11,2099-12-31,True,처분,폐기 완료,황팀장
M201501955,2015-08-26,2015-09-09,False,취득,신규 취득,박대리
M201501955,2015-09-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501956,2015-08-26,2015-09-07,False,취득,신규 취득,박대리
M201501956,2015-09-08,2021-06-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201501956,2021-06-28,2021-09-10,False,불용,고장/파손,황팀장
M201501956,2021-09-11,2099-12-31,True,처분,폐기 완료,황팀장
M201501957,2015-08-26,2015-09-10,False,취득,신규 취득,박대리
M201501957,2015-09-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501958,2015-08-26,2015-09-14,False,취득,신규 취득,박대리
M201501958,2015-09-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501959,2015-08-26,2015-09-12,False,취득,신규 취득,박대리
M201501959,2015-09-13,2021-05-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201501959,2021-05-23,2021-07-09,False,불용,고장/파손,황팀장
M201501959,2021-07-10,2099-12-31,True,처분,폐기 완료,황팀장
M201501960,2015-08-26,2015-09-14,False,취득,신규 취득,박대리
M201501960,2015-09-15,2020-06-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201501960,2020-06-21,2020-08-09,False,불용,노후화(성능저하),황팀장
M201501960,2020-08-10,2099-12-31,True,처분,폐기 완료,황팀장
M201501961,2015-08-26,2015-09-09,False,취득,신규 취득,박대리
M201501961,2015-09-10,2018-04-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201501961,2018-04-13,2018-07-14,False,불용,노후화(성능저하),황팀장
M201501961,2018-07-15,2099-12-31,True,처분,매각 완료,황팀장
M201501962,2015-08-26,2015-09-06,False,취득,신규 취득,박대리
M201501962,2015-09-07,2022-05-21,False,운용,신규운용 승인 및 사용 시작,박대리
M201501962,2022-05-22,2022-07-01,False,불용,노후화(성능저하),황팀장
M201501962,2022-07-02,2099-12-31,True,처분,폐기 완료,황팀장
M201501963,2015-08-26,2015-09-17,False,취득,신규 취득,박대리
M201501963,2015-09-18,2021-08-31,False,운용,신규운용 승인 및 사용 시작,박대리
M201501963,2021-09-01,2021-11-23,False,불용,고장/파손,황팀장
M201501963,2021-11-24,2099-12-31,True,처분,폐기 완료,황팀장
M201501964,2015-08-26,2015-09-09,False,취득,신규 취득,박대리
M201501964,2015-09-10,2020-07-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201501964,2020-07-24,2020-09-06,False,불용,노후화(성능저하),황팀장
M201501964,2020-09-07,2099-12-31,True,처분,폐기 완료,황팀장
M201501965,2015-08-26,2015-09-11,False,취득,신규 취득,박대리
M201501965,2015-09-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201501966,2015-08-26,2015-09-08,False,취득,신규 취득,박대리
M201501966,2015-09-09,2019-11-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201501966,2019-11-18,2020-01-31,False,불용,고장/파손,황팀장
M201501966,2020-02-01,2099-12-31,True,처분,폐기 완료,황팀장
M201501967,2015-08-26,2015-09-08,False,취득,신규 취득,박대리
M201501967,2015-09-09,2020-06-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201501967,2020-06-21,2020-09-03,False,불용,고장/파손,황팀장
M201501967,2020-09-04,2099-12-31,True,처분,폐기 완료,황팀장
