물품고유번호,G2B목록명,물품분류명,내용연수,취득금액,운용부서코드,취득일자,반납일자,불용일자,상태변화,불용사유,물품상태,처분방식,운용부서명,캠퍼스,운용연차,학습데이터여부,잔여내용연수,부서가혹도,누적사용부하,고장임박도,가격민감도,장비중요도,리드타임등급,실제잔여수명,예측잔여수명,(월별)고장예상수량,안전재고,필요수량,AI예측고장일,안전버퍼,권장발주일,예측실행일자,데이터세트구분,운용월수,취득월
M201800093,노트북컴퓨터,노트북컴퓨터,6,6005000,C354,2018-01-22,,2024-11-17,,고장/파손,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.05,N,-2.05,1.3,10.47,1.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,97,1
M201800094,노트북컴퓨터,노트북컴퓨터,6,6005000,C354,2018-01-22,,2026-02-03,,수리비용과다,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.05,N,-2.05,1.3,10.47,1.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,97,1
M201800095,노트북컴퓨터,노트북컴퓨터,6,6005000,C354,2018-01-22,,2025-01-11,,노후화(성능저하),,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.05,N,-2.05,1.3,10.47,1.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,97,1
M201800096,노트북컴퓨터,노트북컴퓨터,6,6005000,C354,2018-01-22,,2025-12-10,,고장/파손,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.05,N,-2.05,1.3,10.47,1.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,97,1
M202400097,노트북컴퓨터,노트북컴퓨터,6,5528000,C354,2024-07-15,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.57,N,4.43,1.3,2.04,0.07,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,19,7
M202400098,노트북컴퓨터,노트북컴퓨터,6,5528000,C354,2024-07-15,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.57,N,4.43,1.3,2.04,0.07,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,19,7
M202400099,노트북컴퓨터,노트북컴퓨터,6,5528000,C354,2024-07-15,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.57,N,4.43,1.3,2.04,0.07,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,19,7
M202400100,노트북컴퓨터,노트북컴퓨터,6,5528000,C354,2024-07-15,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.57,N,4.43,1.3,2.04,0.07,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,19,7
M201700101,노트북컴퓨터,노트북컴퓨터,6,2162000,C354,2017-08-24,,2022-01-03,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.67,Y,1.33,1.3,6.07,0.61,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Train,56,8
M201700102,노트북컴퓨터,노트북컴퓨터,6,2162000,C354,2017-08-24,,2021-05-29,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.96,Y,2.04,1.3,5.15,0.44,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Train,48,8
M201900103,노트북컴퓨터,노트북컴퓨터,6,1320000,C354,2019-12-25,,2025-08-13,,노후화(성능저하),,,소프트웨어융합대학RC행정팀(ERICA),ERICA,6.13,N,-0.13,1.3,7.97,1.0,0.77,0.54,0,,,0,0,0,,0.0,,2026-02-08,Prediction,74,12
M201900104,노트북컴퓨터,노트북컴퓨터,6,4672000,C354,2019-06-09,,2024-02-17,,고장/파손,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,6.67,N,-0.67,1.3,8.67,1.0,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Prediction,81,6
M201900105,노트북컴퓨터,노트북컴퓨터,6,4672000,C354,2019-06-09,,2025-02-02,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.93,Y,0.07,1.3,7.71,0.98,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Valid,72,6
M201900106,노트북컴퓨터,노트북컴퓨터,6,4672000,C354,2019-06-09,,2023-10-27,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.61,Y,1.39,1.3,5.99,0.59,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Valid,56,6
M201900107,노트북컴퓨터,노트북컴퓨터,6,4672000,C354,2019-06-09,,2023-04-14,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.11,Y,1.89,1.3,5.34,0.47,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Valid,50,6
M201500108,노트북컴퓨터,노트북컴퓨터,6,1181000,C354,2015-04-19,,2025-02-06,,노후화(성능저하),,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.82,N,-4.82,1.3,14.07,1.0,0.76,0.53,0,,,0,0,0,,0.0,,2026-02-08,Prediction,131,4
M202300109,노트북컴퓨터,노트북컴퓨터,6,5248000,C354,2023-03-26,,2025-11-30,,노후화(성능저하),,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.88,N,3.12,1.3,3.74,0.23,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,35,3
M202300110,노트북컴퓨터,노트북컴퓨터,6,5248000,C354,2023-03-26,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.88,N,3.12,1.3,3.74,0.23,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,35,3
M202300111,노트북컴퓨터,노트북컴퓨터,6,5248000,C354,2023-03-26,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.88,N,3.12,1.3,3.74,0.23,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,35,3
M202300112,노트북컴퓨터,노트북컴퓨터,6,5248000,C354,2023-03-26,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.88,N,3.12,1.3,3.74,0.23,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,35,3
M201500113,노트북컴퓨터,노트북컴퓨터,6,4120000,C354,2015-09-02,,2025-11-26,,고장/파손,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.44,N,-4.44,1.3,13.57,1.0,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Prediction,127,9
M201500114,노트북컴퓨터,노트북컴퓨터,6,4120000,C354,2015-09-02,,2025-12-22,,수리비용과다,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.44,N,-4.44,1.3,13.57,1.0,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Prediction,127,9
M201500115,노트북컴퓨터,노트북컴퓨터,6,4120000,C354,2015-09-02,,2018-04-11,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.65,N,3.35,1.3,3.44,0.2,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Prediction,32,9
M201500116,노트북컴퓨터,노트북컴퓨터,6,4120000,C354,2015-09-02,,2020-05-22,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.03,Y,0.97,1.3,6.54,0.7,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Train,61,9
M202200117,노트북컴퓨터,노트북컴퓨터,6,2748000,C354,2022-12-23,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.13,N,2.87,1.3,4.07,0.27,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,38,12
M202200118,노트북컴퓨터,노트북컴퓨터,6,2748000,C354,2022-12-23,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.13,N,2.87,1.3,4.07,0.27,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,38,12
M201700119,노트북컴퓨터,노트북컴퓨터,6,6225000,C354,2017-10-15,,2021-07-12,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.91,Y,2.09,1.3,5.08,0.42,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Train,47,10
M201700120,노트북컴퓨터,노트북컴퓨터,6,6225000,C354,2017-10-15,,2022-08-28,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.16,Y,0.84,1.3,6.71,0.74,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Train,62,10
M201700121,노트북컴퓨터,노트북컴퓨터,6,6225000,C354,2017-10-15,,2022-08-28,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.16,Y,0.84,1.3,6.71,0.74,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Train,62,10
M201700122,노트북컴퓨터,노트북컴퓨터,6,6225000,C354,2017-10-15,,2025-05-18,,수리비용과다,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.32,N,-2.32,1.3,10.82,1.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,101,10
M201700123,노트북컴퓨터,노트북컴퓨터,6,6225000,C354,2017-10-15,,2021-02-23,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.58,Y,2.42,1.3,4.65,0.36,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Train,43,10
M202400124,노트북컴퓨터,노트북컴퓨터,6,6335000,C354,2024-08-25,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.46,N,4.54,1.3,1.9,0.06,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,17,8
M202400125,노트북컴퓨터,노트북컴퓨터,6,6335000,C354,2024-08-25,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.46,N,4.54,1.3,1.9,0.06,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,17,8
M202400126,노트북컴퓨터,노트북컴퓨터,6,6335000,C354,2024-08-25,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.46,N,4.54,1.3,1.9,0.06,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,17,8
M202400127,노트북컴퓨터,노트북컴퓨터,6,6335000,C354,2024-08-25,2024-10-06,2024-10-11,공용전환,공용전환,중고품,매각,,ERICA,0.4,N,5.6,1.0,0.4,0.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,4,8
M202400128,노트북컴퓨터,노트북컴퓨터,6,6335000,C354,2024-08-25,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.46,N,4.54,1.3,1.9,0.06,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,17,8
M201500129,노트북컴퓨터,노트북컴퓨터,6,2346000,C354,2015-01-02,,2019-03-14,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.42,Y,1.58,1.3,5.75,0.54,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Train,53,1
M201500130,노트북컴퓨터,노트북컴퓨터,6,2346000,C354,2015-01-02,,2020-02-06,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.44,Y,0.56,1.3,7.07,0.82,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Train,66,1
M202200131,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2022-07-09,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.59,N,2.41,1.3,4.67,0.36,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,43,7
M202200132,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2022-07-09,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.59,N,2.41,1.3,4.67,0.36,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,43,7
M202200133,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2022-07-09,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.59,N,2.41,1.3,4.67,0.36,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,43,7
M202200134,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2022-07-09,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.59,N,2.41,1.3,4.67,0.36,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,43,7
M202200135,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2022-07-09,,2025-06-27,,고장/파손,폐품,멸실,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.16,Y,2.84,1.3,4.11,0.28,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Test,38,7
M201700136,노트북컴퓨터,노트북컴퓨터,6,2104000,C354,2017-06-08,,2022-12-23,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.87,Y,0.13,1.3,7.63,0.96,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Train,71,6
M201700137,노트북컴퓨터,노트북컴퓨터,6,2104000,C354,2017-06-08,,2021-12-16,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.68,Y,1.32,1.3,6.08,0.61,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Train,57,6
M202500138,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2025-01-08,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.08,N,4.92,1.3,1.4,0.03,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,13,1
M202500139,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2025-01-08,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.08,N,4.92,1.3,1.4,0.03,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,13,1
M202500140,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2025-01-08,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.08,N,4.92,1.3,1.4,0.03,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,13,1
M202500141,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2025-01-08,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.08,N,4.92,1.3,1.4,0.03,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,13,1
M202500142,노트북컴퓨터,노트북컴퓨터,6,6645000,C354,2025-01-08,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.08,N,4.92,1.3,1.4,0.03,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,13,1
M201800143,노트북컴퓨터,노트북컴퓨터,6,3237000,C354,2018-04-19,,2022-07-16,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.3,N,1.7,1.3,5.59,0.51,0.81,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,52,4
M201800144,노트북컴퓨터,노트북컴퓨터,6,3237000,C354,2018-04-19,,2022-10-14,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.76,Y,1.24,1.3,6.19,0.63,0.81,0.57,0,,,0,0,0,,0.0,,2026-02-08,Train,57,4
M201800145,노트북컴퓨터,노트북컴퓨터,6,3237000,C354,2018-04-19,,2025-07-20,,노후화(성능저하),,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.81,N,-1.81,1.3,10.15,1.0,0.81,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,95,4
M201900146,노트북컴퓨터,노트북컴퓨터,6,5660000,C354,2019-11-19,,2023-07-04,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.93,Y,2.07,1.3,5.11,0.43,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Test,47,11
M201900147,노트북컴퓨터,노트북컴퓨터,6,5660000,C354,2019-11-19,,2025-09-24,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,6.12,Y,-0.12,1.3,7.96,1.0,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Test,74,11
M201900148,노트북컴퓨터,노트북컴퓨터,6,5660000,C354,2019-11-19,,2024-02-04,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.46,Y,1.54,1.3,5.8,0.55,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Test,54,11
M201900149,노트북컴퓨터,노트북컴퓨터,6,5660000,C354,2019-11-19,,2024-01-26,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.27,N,1.73,1.3,5.55,0.51,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,51,11
M201900150,노트북컴퓨터,노트북컴퓨터,6,5660000,C354,2019-11-19,,2025-02-26,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.48,Y,0.52,1.3,7.12,0.83,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Test,66,11
M202500151,노트북컴퓨터,노트북컴퓨터,6,1391000,C354,2025-12-28,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,0.12,N,5.88,1.3,0.16,0.0,0.77,0.54,0,,,0,0,0,,0.0,,2026-02-08,Prediction,1,12
M201900152,노트북컴퓨터,노트북컴퓨터,6,4628000,C354,2019-05-13,,2024-06-15,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.36,Y,0.64,1.3,6.97,0.8,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Valid,65,5
M201900153,노트북컴퓨터,노트북컴퓨터,6,4628000,C354,2019-05-13,,2025-03-26,,수리비용과다,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,6.75,N,-0.75,1.3,8.78,1.0,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Prediction,82,5
M201900154,노트북컴퓨터,노트북컴퓨터,6,4628000,C354,2019-05-13,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,6.75,N,-0.75,1.3,8.78,1.0,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Prediction,82,5
M201900155,노트북컴퓨터,노트북컴퓨터,6,4628000,C354,2019-05-13,,2023-01-11,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.93,Y,2.07,1.3,5.11,0.43,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Valid,47,5
M201600156,노트북컴퓨터,노트북컴퓨터,6,4148000,C354,2016-03-19,,2019-08-13,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.61,Y,2.39,1.3,4.69,0.36,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Train,43,3
M201600157,노트북컴퓨터,노트북컴퓨터,6,4148000,C354,2016-03-19,,2019-12-18,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.03,Y,1.97,1.3,5.24,0.45,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Train,49,3
M201600158,노트북컴퓨터,노트북컴퓨터,6,4148000,C354,2016-03-19,,2021-01-03,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.1,Y,0.9,1.3,6.63,0.72,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Train,62,3
M201600159,노트북컴퓨터,노트북컴퓨터,6,4148000,C354,2016-03-19,,2021-03-04,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.29,Y,0.71,1.3,6.88,0.78,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Train,64,3
M202300160,노트북컴퓨터,노트북컴퓨터,6,5300000,C354,2023-02-28,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.95,N,3.05,1.3,3.84,0.24,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,35,2
M202300161,노트북컴퓨터,노트북컴퓨터,6,5300000,C354,2023-02-28,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.95,N,3.05,1.3,3.84,0.24,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,35,2
M202300162,노트북컴퓨터,노트북컴퓨터,6,5300000,C354,2023-02-28,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.95,N,3.05,1.3,3.84,0.24,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,35,2
M202300163,노트북컴퓨터,노트북컴퓨터,6,5300000,C354,2023-02-28,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.95,N,3.05,1.3,3.84,0.24,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,35,2
M201600164,노트북컴퓨터,노트북컴퓨터,6,2166000,C354,2016-12-25,,2021-06-20,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.77,Y,1.23,1.3,6.2,0.63,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Train,58,12
M201600165,노트북컴퓨터,노트북컴퓨터,6,2166000,C354,2016-12-25,,2023-03-08,,수리비용과다,불용품,멸실,소프트웨어융합대학RC행정팀(ERICA),ERICA,6.42,Y,-0.42,1.3,8.35,1.0,0.79,0.55,0,,,0,0,0,,0.0,,2026-02-08,Train,78,12
M202300166,노트북컴퓨터,노트북컴퓨터,6,2384000,C354,2023-12-20,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.14,N,3.86,1.3,2.78,0.13,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202300167,노트북컴퓨터,노트북컴퓨터,6,2384000,C354,2023-12-20,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.14,N,3.86,1.3,2.78,0.13,0.8,0.56,0,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M201500168,노트북컴퓨터,노트북컴퓨터,6,3702000,C354,2015-01-11,,2024-11-24,,고장/파손,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,11.08,N,-5.08,1.3,14.4,1.0,0.82,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,134,1
M201500169,노트북컴퓨터,노트북컴퓨터,6,3702000,C354,2015-01-11,,2019-02-02,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.37,Y,1.63,1.3,5.68,0.53,0.82,0.57,0,,,0,0,0,,0.0,,2026-02-08,Train,53,1
M201500170,노트북컴퓨터,노트북컴퓨터,6,3702000,C354,2015-01-11,,2019-03-04,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.34,Y,1.66,1.3,5.64,0.52,0.82,0.57,0,,,0,0,0,,0.0,,2026-02-08,Train,52,1
M202200171,노트북컴퓨터,노트북컴퓨터,6,3720000,C354,2022-10-25,2026-01-02,,공용전환,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.29,N,2.71,1.3,4.28,0.3,0.82,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,40,10
M202200172,노트북컴퓨터,노트북컴퓨터,6,3720000,C354,2022-10-25,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.29,N,2.71,1.3,4.28,0.3,0.82,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,40,10
M202200173,노트북컴퓨터,노트북컴퓨터,6,3720000,C354,2022-10-25,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.29,N,2.71,1.3,4.28,0.3,0.82,0.57,0,,,0,0,0,,0.0,,2026-02-08,Prediction,40,10
M201800174,노트북컴퓨터,노트북컴퓨터,6,6195000,C354,2018-12-10,,2025-10-10,,수리비용과다,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.17,N,-1.17,1.3,9.32,1.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,87,12
M201800175,노트북컴퓨터,노트북컴퓨터,6,6195000,C354,2018-12-10,,2024-12-12,,노후화(성능저하),,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.17,N,-1.17,1.3,9.32,1.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,87,12
M201800176,노트북컴퓨터,노트북컴퓨터,6,6195000,C354,2018-12-10,,2022-09-04,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.01,Y,1.99,1.3,5.21,0.45,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Valid,48,12
M201800177,노트북컴퓨터,노트북컴퓨터,6,6195000,C354,2018-12-10,,2024-12-09,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,6.3,Y,-0.3,1.3,8.19,1.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Valid,76,12
M201800178,노트북컴퓨터,노트북컴퓨터,6,6195000,C354,2018-12-10,,2024-11-23,,노후화(성능저하),,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.17,N,-1.17,1.3,9.32,1.0,0.85,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,87,12
M202500179,노트북컴퓨터,노트북컴퓨터,6,1386000,C354,2025-08-18,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,0.48,N,5.52,1.3,0.62,0.01,0.77,0.54,0,,,0,0,0,,0.0,,2026-02-08,Prediction,5,8
M201700180,노트북컴퓨터,노트북컴퓨터,6,5570000,C354,2017-01-21,,2021-07-02,,고장/파손,폐품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,4.75,Y,1.25,1.3,6.18,0.63,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Train,57,1
M201700181,노트북컴퓨터,노트북컴퓨터,6,5570000,C354,2017-01-21,,2020-03-11,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,3.41,Y,2.59,1.3,4.43,0.32,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Train,41,1
M201700182,노트북컴퓨터,노트북컴퓨터,6,5570000,C354,2017-01-21,,2021-10-16,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,5.02,Y,0.98,1.3,6.53,0.7,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Train,61,1
M201700183,노트북컴퓨터,노트북컴퓨터,6,5570000,C354,2017-01-21,,2024-10-03,,고장/파손,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,9.05,N,-3.05,1.3,11.76,1.0,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,110,1
M201700184,노트북컴퓨터,노트북컴퓨터,6,5570000,C354,2017-01-21,,2025-10-14,,수리비용과다,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,9.05,N,-3.05,1.3,11.76,1.0,0.84,0.74,1,,,0,0,0,,0.0,,2026-02-08,Prediction,110,1
M202300185,노트북컴퓨터,노트북컴퓨터,6,4131000,C354,2023-12-10,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.17,N,3.83,1.3,2.82,0.13,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
M202300186,노트북컴퓨터,노트북컴퓨터,6,4131000,C354,2023-12-10,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,2.17,N,3.83,1.3,2.82,0.13,0.83,0.58,0,,,0,0,0,,0.0,,2026-02-08,Prediction,26,12
